pop1 pop2 pwfst ci_ll ci_ul p
BBDN WTFB 0.041060133657603 -0.000967766917197512 0.00740669508877179 NS
PSTG WTFB 0.00990317128388499 -0.0199167290137155 -0.00708546818501154 NS
FOXR WTFB 0.00803943020557401 -0.00442314499102431 0.00133421958430616 NS
IGPT WTFB 0.0501456937636202 0.0108628416279459 0.0268412277657315 S
EPFT WTFB 0.073596232310439 0.0287285589880419 0.0519647853080213 S
NAUB WTFB 0.0653618048325535 0.0313273997307061 0.0530413576585947 S
MNST WTFB 0.0752373512872886 0.0370983273673724 0.0866266451849207 S
EKRP WTFB 0.0186097730131415 -0.00724630219936918 0.0118674597025191 NS
MSKG WTFB 0.0899237067572756 0.0428367772969675 0.0770610559601595 S
GOOD WTFB 0 -0.0140339441353873 -0.00683852743524297 NS
LTTV WTFB 0.153280946217027 0.0848006083252694 0.142143768259586 S
CXVL WTFB 0.129064559630655 0.064093946733922 0.107470202695509 S
LSRF WTFB 0.00614810724233704 -0.00719585939160645 0.00317670543767914 NS
RILY WTFB 0.00461201953648778 -0.0144672511171999 -0.000958203991515417 NS
NMNL BBDN 0.0193212976314778 0.00018772144956866 0.00687378890086071 S
MENO BBDN 0.0121607131005049 -0.000216767437868094 0.00476799255969387 NS
WTFB BBDN 0.041060133657603 -0.000967766917197512 0.00740669508877179 NS
PSTG BBDN 0 0.00756420056247083 0.0272401885261298 S
FOXR BBDN 0.0141790109395433 -0.0036848763552874 -0.00153171186014568 NS
IGPT BBDN 0.0171733389598501 -0.00429443625085005 0.00530426814365081 NS
EPFT BBDN 0.0223160047024978 0.00337042256909865 0.023889397622377 S
NAUB BBDN 0.0164868464337535 0.00509564797624534 0.0274892179181399 S
MNST BBDN 0.00303595445396766 0.0104597059194441 0.0363712350194489 S
EKRP BBDN 0.0689202563831963 0.0167897141418911 0.0584319243630559 S
MSKG BBDN 0.252341728960528 0.0942576414609845 0.153352486437058 S
GOOD BBDN 0.0505854532916252 0.00376803391519842 0.027692209827459 S
LTTV BBDN 0.0723291702451004 0.0451362680336549 0.100776400858962 S
CXVL BBDN 0.0577362192329418 0.0244851614718113 0.0763667722013368 S
LSRF BBDN 0.021845049065478 -0.00520728639288914 0.000172324723570583 NS
RILY BBDN 0.0266277932534923 -0.0108847829165333 0.00659711554017578 NS
NMNL PSTG 0 -0.0160281613651442 0.00203230515781252 NS
MENO PSTG 0 0.0301730062535377 0.0690933981716845 S
WTFB PSTG 0.00990317128388499 -0.0199167290137155 -0.00708546818501154 NS
BBDN PSTG 0 0.00756420056247083 0.0272401885261298 S
FOXR PSTG 0 -0.00465809038390378 0.0149108733002284 NS
IGPT PSTG 0 0.0387451291632657 0.0830181526904874 S
EPFT PSTG 0 0.0702328018612758 0.130638002191605 S
NAUB PSTG 0 0.0751447405046025 0.127288940437258 S
MNST PSTG 0 0.083714705074504 0.167272285694167 S
EKRP PSTG 0.0241495113357649 -0.0280978713177124 -0.0170528815665517 NS
MSKG PSTG 0.186813738915207 -0.0106209078103294 0.0210020871483492 NS
GOOD PSTG 0.0102296507580131 -0.0293897997246501 -0.0196283631590496 NS
LTTV PSTG 0.0620051692850522 0.178182164954821 0.263112970411402 S
CXVL PSTG 0.0285720070613846 0.129752989152718 0.217143262704903 S
LSRF PSTG 0 -0.00505705725357978 0.00925926605330201 NS
RILY PSTG 0 -0.0135389646593996 0.00646108209379659 NS
NMNL FOXR 0 -0.00218501059133202 0.00387149664906271 NS
MENO FOXR 0 0.00202647633217992 0.00988024236235467 S
WTFB FOXR 0.00803943020557401 -0.00442314499102431 0.00133421958430616 NS
BBDN FOXR 0.0141790109395433 -0.0036848763552874 -0.00153171186014568 NS
PSTG FOXR 0 -0.00465809038390378 0.0149108733002284 NS
IGPT FOXR 0.0111870675800733 -0.000803608873564959 0.011217439283779 NS
EPFT FOXR 0.0264660175259643 0.0106381636033055 0.0322596327060903 S
NAUB FOXR 0.0188420869496897 0.0111741428748171 0.0308044036330134 S
MNST FOXR 0.0335953784841874 0.017387747409015 0.046124449914834 S
EKRP FOXR 0.015179510393959 0.00703976247026918 0.044885889693216 S
MSKG FOXR 0.146365915348731 0.0751434412021728 0.13242438332529 S
GOOD FOXR 0 -0.00340642284162309 0.0091175758448717 NS
LTTV FOXR 0.0819545001980154 0.0522779422955945 0.105571687751145 S
CXVL FOXR 0.0597947402259021 0.0340280359032451 0.0782312077705197 S
LSRF FOXR 0 -0.00597556701110782 -0.000344110360099947 NS
RILY FOXR 0 -0.0134303399686403 -0.00305712936347585 NS
NMNL IGPT 0.0127045695182946 0.00835783694589561 0.0350439256596111 S
MENO IGPT 0.0088529440654867 -0.000403209712372153 0.0169123842815352 NS
WTFB IGPT 0.0501456937636202 0.0108628416279459 0.0268412277657315 S
BBDN IGPT 0.0171733389598501 -0.00429443625085005 0.00530426814365081 NS
PSTG IGPT 0 0.0387451291632657 0.0830181526904874 S
FOXR IGPT 0.0111870675800733 -0.000803608873564959 0.011217439283779 NS
EPFT IGPT 0 -0.00770915678735566 -0.00317104447026588 NS
NAUB IGPT 0 -0.00947664531776558 -0.00303991337486979 NS
MNST IGPT 0.0288394714486509 0.00853190762861376 0.035435005406499 S
EKRP IGPT 0.0307798504890586 0.0403015258054633 0.0858144668999581 S
MSKG IGPT 0.216685703367936 0.138958292652821 0.174742265812115 S
GOOD IGPT 0.0473636160079618 0.0236398788931855 0.0614466765993163 S
LTTV IGPT 0.0414417571138547 0.0203118484229226 0.0670855148684087 S
CXVL IGPT 0.012782287565042 0.00699632107354571 0.0284934739154513 S
LSRF IGPT 0.0129074731561539 0.00241082795822726 0.0167056786632193 S
RILY IGPT 0.0130447288960027 -0.00339260543111814 0.0257309710749633 NS
NMNL EPFT 0.0273982725770965 0.0232028387981459 0.0624794270462491 S
MENO EPFT 0.0204625804517154 0.00234137335710489 0.034750191886961 S
WTFB EPFT 0.073596232310439 0.0287285589880419 0.0519647853080213 S
BBDN EPFT 0.0223160047024978 0.00337042256909865 0.023889397622377 S
PSTG EPFT 0 0.0702328018612758 0.130638002191605 S
FOXR EPFT 0.0264660175259643 0.0106381636033055 0.0322596327060903 S
IGPT EPFT 0 -0.00770915678735566 -0.00317104447026588 NS
NAUB EPFT 0 -0.0112961603196215 -0.0045218674082689 NS
MNST EPFT 0.0240159785913346 0.00836415136779222 0.027307911140849 S
EKRP EPFT 0.0503119960275182 0.0713680047925667 0.115680239473202 S
MSKG EPFT 0.258617508186043 0.179747788337271 0.226007863122332 S
GOOD EPFT 0.0747278321883916 0.0467815828223446 0.102578886337966 S
LTTV EPFT 0.0294623897459696 0.00950784686438515 0.0466833483878737 S
CXVL EPFT 0.00770932902938426 -0.00314068605666332 0.0198085166015599 NS
LSRF EPFT 0.0267651913254158 0.0153837345526346 0.0386544025187138 S
RILY EPFT 0.0318415874813215 0.010748861379247 0.05598442748992 S
NMNL NAUB 0.0233259023250132 0.0245235017626926 0.0647557444757795 S
MENO NAUB 0.0176635358269771 0.002804162861992 0.0354527911398689 S
WTFB NAUB 0.0653618048325535 0.0313273997307061 0.0530413576585947 S
BBDN NAUB 0.0164868464337535 0.00509564797624534 0.0274892179181399 S
PSTG NAUB 0 0.0751447405046025 0.127288940437258 S
FOXR NAUB 0.0188420869496897 0.0111741428748171 0.0308044036330134 S
IGPT NAUB 0 -0.00947664531776558 -0.00303991337486979 NS
EPFT NAUB 0 -0.0112961603196215 -0.0045218674082689 NS
MNST NAUB 0.0203627754093693 0.00880942442913663 0.0286952503902924 S
EKRP NAUB 0.0483909379330252 0.0740152858077569 0.120143272778228 S
MSKG NAUB 0.24706819528734 0.185870137408652 0.219295491913421 S
GOOD NAUB 0.0609408507850903 0.0483069503120606 0.0938892988171691 S
LTTV NAUB 0.0206469661167539 -0.00304768206869279 0.0288643771751273 NS
CXVL NAUB 0.00282976448900532 -0.00590037511774538 0.00297888551055199 NS
LSRF NAUB 0.0245358210839113 0.0183626235379244 0.0415091645881396 S
RILY NAUB 0.0253395739456919 0.0129582854286958 0.0509287472561649 S
NMNL MNST 0.0423279411142167 0.0298666736238914 0.0624551115020815 S
MENO MNST 0.0313042915399875 0.00252420341165753 0.0142601262077525 S
WTFB MNST 0.0752373512872886 0.0370983273673724 0.0866266451849207 S
BBDN MNST 0.00303595445396766 0.0104597059194441 0.0363712350194489 S
PSTG MNST 0 0.083714705074504 0.167272285694167 S
FOXR MNST 0.0335953784841874 0.017387747409015 0.046124449914834 S
IGPT MNST 0.0288394714486509 0.00853190762861376 0.035435005406499 S
EPFT MNST 0.0240159785913346 0.00836415136779222 0.027307911140849 S
NAUB MNST 0.0203627754093693 0.00880942442913663 0.0286952503902924 S
EKRP MNST 0.109440147291819 0.080273779063119 0.194570025194261 S
MSKG MNST 0.298835342372847 0.174978129338744 0.306569420509826 S
GOOD MNST 0.0838931122634522 0.0585479196284455 0.125207850195147 S
LTTV MNST 0.0508898212710802 0.00764912315253143 0.0822771947033833 S
CXVL MNST 0.0506536124181716 0.015188230081374 0.0756199724066408 S
LSRF MNST 0.04589597117686 0.0241593197468203 0.0649499542306801 S
RILY MNST 0.0538851259754496 0.0258283901557849 0.085526592772132 S
NMNL EKRP 0.00813364109778645 0.00293332068600136 0.0369308369303176 S
MENO EKRP 0.0141629067958332 0.0391838810364678 0.106806066657189 S
WTFB EKRP 0.0186097730131415 -0.00724630219936918 0.0118674597025191 NS
BBDN EKRP 0.0689202563831963 0.0167897141418911 0.0584319243630559 S
PSTG EKRP 0.0241495113357649 -0.0280978713177124 -0.0170528815665517 NS
FOXR EKRP 0.015179510393959 0.00703976247026918 0.044885889693216 S
IGPT EKRP 0.0307798504890586 0.0403015258054633 0.0858144668999581 S
EPFT EKRP 0.0503119960275182 0.0713680047925667 0.115680239473202 S
NAUB EKRP 0.0483909379330252 0.0740152858077569 0.120143272778228 S
MNST EKRP 0.109440147291819 0.080273779063119 0.194570025194261 S
MSKG EKRP 0.089559360081371 0.00651906376315253 0.0232152699550484 S
GOOD EKRP 0.00687302095893753 -0.011443995135582 0.000148135643250888 NS
LTTV EKRP 0.143601580339441 0.143889608336737 0.230081019334838 S
CXVL EKRP 0.101359392740154 0.132921802378519 0.173742004690894 S
LSRF EKRP 0.00662219369753738 0.00354970548359626 0.0309740079132448 S
RILY EKRP 0 -0.00362633210427219 0.0183432283611349 NS
NMNL MSKG 0.133433030797516 0.0538941325785038 0.107558203085246 S
MENO MSKG 0.155206424362578 0.12215493865151 0.22021830735419 S
WTFB MSKG 0.0899237067572756 0.0428367772969675 0.0770610559601595 S
BBDN MSKG 0.252341728960528 0.0942576414609845 0.153352486437058 S
PSTG MSKG 0.186813738915207 -0.0106209078103294 0.0210020871483492 NS
FOXR MSKG 0.146365915348731 0.0751434412021728 0.13242438332529 S
IGPT MSKG 0.216685703367936 0.138958292652821 0.174742265812115 S
EPFT MSKG 0.258617508186043 0.179747788337271 0.226007863122332 S
NAUB MSKG 0.24706819528734 0.185870137408652 0.219295491913421 S
MNST MSKG 0.298835342372847 0.174978129338744 0.306569420509826 S
EKRP MSKG 0.089559360081371 0.00651906376315253 0.0232152699550484 S
GOOD MSKG 0.0748492209357242 0.0117788567033675 0.0586336750758962 S
LTTV MSKG 0.343542191375678 0.245950812058865 0.330027715208071 S
CXVL MSKG 0.326383222890511 0.248545360605039 0.291568711965612 S
LSRF MSKG 0.128862749478158 0.0605844788705022 0.11079141557367 S
RILY MSKG 0.119922744720737 0.0443653786876621 0.111878743368067 S
NMNL GOOD 0.00087126628072905 -0.00717702615781126 0.00742312323674381 NS
MENO GOOD 0.00685707560584075 0.020366358276259 0.0583091698263402 S
WTFB GOOD 0 -0.0140339441353873 -0.00683852743524297 NS
BBDN GOOD 0.0505854532916252 0.00376803391519842 0.027692209827459 S
PSTG GOOD 0.0102296507580131 -0.0293897997246501 -0.0196283631590496 NS
FOXR GOOD 0 -0.00340642284162309 0.0091175758448717 NS
IGPT GOOD 0.0473636160079618 0.0236398788931855 0.0614466765993163 S
EPFT GOOD 0.0747278321883916 0.0467815828223446 0.102578886337966 S
NAUB GOOD 0.0609408507850903 0.0483069503120606 0.0938892988171691 S
MNST GOOD 0.0838931122634522 0.0585479196284455 0.125207850195147 S
EKRP GOOD 0.00687302095893753 -0.011443995135582 0.000148135643250888 NS
MSKG GOOD 0.0748492209357242 0.0117788567033675 0.0586336750758962 S
LTTV GOOD 0.147377221254064 0.122019887820037 0.183681404154496 S
CXVL GOOD 0.124515350406205 0.0902887371785106 0.165789053315981 S
LSRF GOOD 0.00341002113507981 -0.00599610957028041 0.0143543853066246 NS
RILY GOOD 0 -0.0179174786609921 0.00228482384915744 NS
NMNL LTTV 0.0946719190274936 0.0758437014847268 0.156965715145128 S
MENO LTTV 0.0835045060949039 0.030210653486094 0.111634452476202 S
WTFB LTTV 0.153280946217027 0.0848006083252694 0.142143768259586 S
BBDN LTTV 0.0723291702451004 0.0451362680336549 0.100776400858962 S
PSTG LTTV 0.0620051692850522 0.178182164954821 0.263112970411402 S
FOXR LTTV 0.0819545001980154 0.0522779422955945 0.105571687751145 S
IGPT LTTV 0.0414417571138547 0.0203118484229226 0.0670855148684087 S
EPFT LTTV 0.0294623897459696 0.00950784686438515 0.0466833483878737 S
NAUB LTTV 0.0206469661167539 -0.00304768206869279 0.0288643771751273 NS
MNST LTTV 0.0508898212710802 0.00764912315253143 0.0822771947033833 S
EKRP LTTV 0.143601580339441 0.143889608336737 0.230081019334838 S
MSKG LTTV 0.343542191375678 0.245950812058865 0.330027715208071 S
GOOD LTTV 0.147377221254064 0.122019887820037 0.183681404154496 S
CXVL LTTV 0 -0.0149252284896783 0.00868534441568088 NS
LSRF LTTV 0.0998618585125697 0.0763130460335278 0.12238789324736 S
RILY LTTV 0.105286100734068 0.0757118745715953 0.135096955607695 S
NMNL CXVL 0.0670147435015609 0.0495962851904914 0.126166077708279 S
MENO CXVL 0.0573352233293229 0.0170040538118027 0.0893011245565666 S
WTFB CXVL 0.129064559630655 0.064093946733922 0.107470202695509 S
BBDN CXVL 0.0577362192329418 0.0244851614718113 0.0763667722013368 S
PSTG CXVL 0.0285720070613846 0.129752989152718 0.217143262704903 S
FOXR CXVL 0.0597947402259021 0.0340280359032451 0.0782312077705197 S
IGPT CXVL 0.012782287565042 0.00699632107354571 0.0284934739154513 S
EPFT CXVL 0.00770932902938426 -0.00314068605666332 0.0198085166015599 NS
NAUB CXVL 0.00282976448900532 -0.00590037511774538 0.00297888551055199 NS
MNST CXVL 0.0506536124181716 0.015188230081374 0.0756199724066408 S
EKRP CXVL 0.101359392740154 0.132921802378519 0.173742004690894 S
MSKG CXVL 0.326383222890511 0.248545360605039 0.291568711965612 S
GOOD CXVL 0.124515350406205 0.0902887371785106 0.165789053315981 S
LTTV CXVL 0 -0.0149252284896783 0.00868534441568088 NS
LSRF CXVL 0.0699530375809291 0.0454147048789675 0.0959852217567801 S
RILY CXVL 0.0699213037678475 0.0436378187882928 0.0989388009256213 S
NMNL LSRF 0 -0.00525823258204881 0.00449314823018773 NS
MENO LSRF 0 0.00477968134130641 0.0197897675010523 S
WTFB LSRF 0.00614810724233704 -0.00719585939160645 0.00317670543767914 NS
BBDN LSRF 0.021845049065478 -0.00520728639288914 0.000172324723570583 NS
PSTG LSRF 0 -0.00505705725357978 0.00925926605330201 NS
FOXR LSRF 0 -0.00597556701110782 -0.000344110360099947 NS
IGPT LSRF 0.0129074731561539 0.00241082795822726 0.0167056786632193 S
EPFT LSRF 0.0267651913254158 0.0153837345526346 0.0386544025187138 S
NAUB LSRF 0.0245358210839113 0.0183626235379244 0.0415091645881396 S
MNST LSRF 0.04589597117686 0.0241593197468203 0.0649499542306801 S
EKRP LSRF 0.00662219369753738 0.00354970548359626 0.0309740079132448 S
MSKG LSRF 0.128862749478158 0.0605844788705022 0.11079141557367 S
GOOD LSRF 0.00341002113507981 -0.00599610957028041 0.0143543853066246 NS
LTTV LSRF 0.0998618585125697 0.0763130460335278 0.12238789324736 S
CXVL LSRF 0.0699530375809291 0.0454147048789675 0.0959852217567801 S
RILY LSRF 0 -0.0133596818649992 -0.00341677688961085 NS
NMNL RILY 0 -0.00709981471271748 0.00629503696266913 NS
MENO RILY 0 0.00181454673190447 0.0276302149183857 S
WTFB RILY 0.00461201953648778 -0.0144672511171999 -0.000958203991515417 NS
BBDN RILY 0.0266277932534923 -0.0108847829165333 0.00659711554017578 NS
PSTG RILY 0 -0.0135389646593996 0.00646108209379659 NS
FOXR RILY 0 -0.0134303399686403 -0.00305712936347585 NS
IGPT RILY 0.0130447288960027 -0.00339260543111814 0.0257309710749633 NS
EPFT RILY 0.0318415874813215 0.010748861379247 0.05598442748992 S
NAUB RILY 0.0253395739456919 0.0129582854286958 0.0509287472561649 S
MNST RILY 0.0538851259754496 0.0258283901557849 0.085526592772132 S
EKRP RILY 0 -0.00362633210427219 0.0183432283611349 NS
MSKG RILY 0.119922744720737 0.0443653786876621 0.111878743368067 S
GOOD RILY 0 -0.0179174786609921 0.00228482384915744 NS
LTTV RILY 0.105286100734068 0.0757118745715953 0.135096955607695 S
CXVL RILY 0.0699213037678475 0.0436378187882928 0.0989388009256213 S
LSRF RILY 0 -0.0133596818649992 -0.00341677688961085 NS
