pop1 pop2 pwfst ci_ll ci_ul p
WTFB PSTG 0 5.50058400790767e-05 0.0519173631696403 S
BBDN PSTG 0 -0.0111784910536558 0.00984643099037837 NS
FOXR PSTG 0 -0.0129843103868806 0.0157823287718718 NS
IGPT PSTG 0.00671858013084319 0.0152778029281233 0.0782409342149044 S
EPFT PSTG 0.0106732838992285 0.0329523570564333 0.0752511494085355 S
NAUB PSTG 0.00400223953326231 0.0173970928330718 0.0751380632605265 S
MNST PSTG 0 -0.00652284801673306 0.0587304819353099 NS
EKRP PSTG 0.00399021086679396 0.000164812135468754 0.0870797701832619 S
MSKG PSTG 0.0198754154140033 0.0395918910212267 0.0695478180785165 S
GOOD PSTG 0.0136457034277731 0.0294576986356891 0.0557394315912835 S
LTTV PSTG 0.0121108091169119 0.0343771157537077 0.0863571396971102 S
CXVL PSTG 0 0.0111173171360856 0.086666968724622 S
LSRF PSTG 0 0.00885114502566861 0.0411331577894178 S
RILY PSTG 0 -0.00338712951889255 0.0471724680150036 NS
NMNL FOXR 0.0465267060251146 0.0164704400519963 0.0245942619118054 S
MENO FOXR 0.0133109333129137 0.0292578745301455 0.0389074222421896 S
WTFB FOXR 0.0336373716501991 0.0256257918911714 0.0382059241953062 S
BBDN FOXR 0.0378759089031281 0.015334758266634 0.0253211671681418 S
PSTG FOXR 0 -0.0129843103868806 0.0157823287718718 NS
IGPT FOXR 0.082599411179265 0.0640503808898756 0.0772142261055956 S
EPFT FOXR 0.0960395879504289 0.089702679589862 0.114837004086743 S
NAUB FOXR 0.0821766116894928 0.062739297487229 0.0759107461983344 S
MNST FOXR 0.0263090860510946 0.0121311358315716 0.0247332047820773 S
EKRP FOXR 0.0419041163708811 0.0216396455346357 0.0398670591501887 S
MSKG FOXR 0.118239433723407 0.0922526616358591 0.131545020364496 S
GOOD FOXR 0.131320598109905 0.106882375493926 0.178991590725352 S
LTTV FOXR 0.132375832377928 0.102530428256549 0.164746690692403 S
CXVL FOXR 0.0610106320655053 0.0449861242148174 0.06026319421021 S
LSRF FOXR 0.0551655901098169 0.0410563279113474 0.0654042033845333 S
RILY FOXR 0.0300069162886096 0.015835899167262 0.0345898328944122 S
NMNL IGPT 0 0.000997411824349823 0.0115566501232961 S
MENO IGPT 0.0254483625126515 -0.00340209797033516 0.00224369395501622 NS
WTFB IGPT 0 -0.0044142803467351 0.000233025898716642 NS
BBDN IGPT 0.00186757310010391 0.00356962440731798 0.0268301976418149 S
PSTG IGPT 0.00671858013084319 0.0152778029281233 0.0782409342149044 S
FOXR IGPT 0.082599411179265 0.0640503808898756 0.0772142261055956 S
EPFT IGPT 0 -0.00324863436434023 0.00142526528826883 NS
NAUB IGPT 0 -0.0104172241531053 -0.00798072470413107 NS
MNST IGPT 0.0127151489569354 0.00535859178992244 0.0142154614427721 S
EKRP IGPT 0.00642201651907367 -0.00593072678101306 -0.00043262802066599 NS
MSKG IGPT 0.00494034018549093 -0.00307243729359717 0.00280924280282964 NS
GOOD IGPT 0.0069937123575486 0.00837763366122362 0.0292247525709153 S
LTTV IGPT 0 -0.0189907175831933 -0.0102555192907541 NS
CXVL IGPT 0 -0.00855815750833529 -0.00557753718109113 NS
LSRF IGPT 0 -0.00681164820802198 -0.000681264169028626 NS
RILY IGPT 0 -0.00680208570093312 0.00088025050100951 NS
NMNL EPFT 0.00262816484974443 0.0169484442082371 0.0254590249488428 S
MENO EPFT 0.0318415974966434 0.0101689142667822 0.0186784171980573 S
WTFB EPFT 0.0089183126971735 0.0102050157245626 0.0188732747791639 S
BBDN EPFT 0.0137746242272116 0.0197681176478771 0.0346718298230003 S
PSTG EPFT 0.0106732838992285 0.0329523570564333 0.0752511494085355 S
FOXR EPFT 0.0960395879504289 0.089702679589862 0.114837004086743 S
IGPT EPFT 0 -0.00324863436434023 0.00142526528826883 NS
NAUB EPFT 0 -0.00602064050106945 -0.0022509903884604 NS
MNST EPFT 0.0293836355970111 0.0254333041711883 0.0360446353346687 S
EKRP EPFT 0.0237233354379732 0.0124430959488284 0.0226288750979753 S
MSKG EPFT 0 -0.0104131955948347 -0.00815084811658297 NS
GOOD EPFT 0 -0.00393592987988277 0.0134459210010234 NS
LTTV EPFT 0 -0.0214840940282404 -0.014737340220716 NS
CXVL EPFT 0.00487416287991146 0.0053291303275864 0.0125344791480742 S
LSRF EPFT 0 -0.000910210353768974 0.00612967592232105 NS
RILY EPFT 0.00770456251503512 0.00621214267085038 0.0194448410650796 S
NMNL NAUB 0 0.00105804778272413 0.00856078093947292 S
MENO NAUB 0.0225546189023809 -0.00276069311977511 0.00062272421763603 NS
WTFB NAUB 0.00054397975564085 -0.00345225452659296 0.00117980330444248 NS
BBDN NAUB 0.00498428819098996 0.00302769845902246 0.0230463440378489 S
PSTG NAUB 0.00400223953326231 0.0173970928330718 0.0751380632605265 S
FOXR NAUB 0.0821766116894928 0.062739297487229 0.0759107461983344 S
IGPT NAUB 0 -0.0104172241531053 -0.00798072470413107 NS
EPFT NAUB 0 -0.00602064050106945 -0.0022509903884604 NS
MNST NAUB 0.0188441819195117 0.00632897648939448 0.0138736853411056 S
EKRP NAUB 0.0143141931962235 -0.00449717226068466 0.00133024993232171 NS
MSKG NAUB 0 -0.00359437217995115 0.00106056380784914 NS
GOOD NAUB 0 0.00707839455186846 0.0267455515882254 S
LTTV NAUB 0 -0.0165823490703097 -0.00759648071656986 NS
CXVL NAUB 0 -0.00734847893593795 -0.00378658126950172 NS
LSRF NAUB 0 -0.00695929722626503 -0.000876161435311675 NS
RILY NAUB 0.000490403812097208 -0.0066208976879434 0.00150020542343807 NS
NMNL MNST 0.00973307415354343 -0.00183447902281039 0.00260398438276634 NS
MENO MNST 0.00906978687282357 -0.0011728018666252 0.00264334343415097 NS
WTFB MNST 0 -0.00590251617996116 -0.00218576731695478 NS
BBDN MNST 0 0.00101910176006354 0.0140066415982656 S
PSTG MNST 0 -0.00652284801673306 0.0587304819353099 NS
FOXR MNST 0.0263090860510946 0.0121311358315716 0.0247332047820773 S
IGPT MNST 0.0127151489569354 0.00535859178992244 0.0142154614427721 S
EPFT MNST 0.0293836355970111 0.0254333041711883 0.0360446353346687 S
NAUB MNST 0.0188441819195117 0.00632897648939448 0.0138736853411056 S
EKRP MNST 0 -0.0131781525741872 -0.00862013234878483 NS
MSKG MNST 0.0475085455046682 0.0283564727554726 0.043723935352225 S
GOOD MNST 0.0577082817043182 0.0552496189760525 0.0785772510507667 S
LTTV MNST 0.0415809584133608 0.0231167906388505 0.0480684630235376 S
CXVL MNST 0.0035594187414665 -0.00134895055987294 0.00616929296922687 NS
LSRF MNST 0.0151245267103594 0.00655689172825337 0.0181960027870285 S
RILY MNST 0 -0.0120506314572824 -0.00152439544474741 NS
NMNL EKRP 0.0103686517741447 -0.00650936041314682 0.00198401981261841 NS
MENO EKRP 0.0169697071245145 -0.00753037428287112 -0.0045902067191324 NS
WTFB EKRP 0 -0.0121702468116947 -0.00883112641793982 NS
BBDN EKRP 0 -0.00288583768174065 0.017398318653005 NS
PSTG EKRP 0.00399021086679396 0.000164812135468754 0.0870797701832619 S
FOXR EKRP 0.0419041163708811 0.0216396455346357 0.0398670591501887 S
IGPT EKRP 0.00642201651907367 -0.00593072678101306 -0.00043262802066599 NS
EPFT EKRP 0.0237233354379732 0.0124430959488284 0.0226288750979753 S
NAUB EKRP 0.0143141931962235 -0.00449717226068466 0.00133024993232171 NS
MNST EKRP 0 -0.0131781525741872 -0.00862013234878483 NS
MSKG EKRP 0.0440905309196108 0.0170223641307407 0.0292577409164175 S
GOOD EKRP 0.0576086489622531 0.0431398538871364 0.0594960220624035 S
LTTV EKRP 0.039956105897131 0.0091851618003341 0.0284127716915527 S
CXVL EKRP 0 -0.0105044841064436 -0.0061752340222973 NS
LSRF EKRP 0.0162161250563628 0.000168694608280334 0.00697805074345564 S
RILY EKRP 0 -0.0156787341636771 -0.00803085521245945 NS
NMNL MSKG 0.00705918994634147 0.0164424363193624 0.0268462290837763 S
MENO MSKG 0.0386086054239739 0.0115982177977496 0.0223966848961405 S
WTFB MSKG 0.0198625086082172 0.0112873877596898 0.0231444066369268 S
BBDN MSKG 0.0281099559528807 0.0208588004697243 0.0306813355369498 S
PSTG MSKG 0.0198754154140033 0.0395918910212267 0.0695478180785165 S
FOXR MSKG 0.118239433723407 0.0922526616358591 0.131545020364496 S
IGPT MSKG 0.00494034018549093 -0.00307243729359717 0.00280924280282964 NS
EPFT MSKG 0 -0.0104131955948347 -0.00815084811658297 NS
NAUB MSKG 0 -0.00359437217995115 0.00106056380784914 NS
MNST MSKG 0.0475085455046682 0.0283564727554726 0.043723935352225 S
EKRP MSKG 0.0440905309196108 0.0170223641307407 0.0292577409164175 S
GOOD MSKG 0 -0.00666818968559319 0.00462517110950168 NS
LTTV MSKG 0 -0.0204816123262053 -0.0128395682045281 NS
CXVL MSKG 0.0172576321840268 0.00814064699740133 0.0164388062533498 S
LSRF MSKG 0.00262344122280653 -0.00149496290606435 0.00503722843204881 NS
RILY MSKG 0.0190423421557311 0.0091172517261738 0.0226891212367602 S
NMNL GOOD 0.00768950256221205 0.0276475860775794 0.0481234920029851 S
MENO GOOD 0.0390347470946846 0.0320554003377961 0.0489791596837679 S
WTFB GOOD 0.0224191790574954 0.032097620559727 0.0480222175960243 S
BBDN GOOD 0.0349901467583718 0.0200650178933219 0.0402381786989104 S
PSTG GOOD 0.0136457034277731 0.0294576986356891 0.0557394315912835 S
FOXR GOOD 0.131320598109905 0.106882375493926 0.178991590725352 S
IGPT GOOD 0.0069937123575486 0.00837763366122362 0.0292247525709153 S
EPFT GOOD 0 -0.00393592987988277 0.0134459210010234 NS
NAUB GOOD 0 0.00707839455186846 0.0267455515882254 S
MNST GOOD 0.0577082817043182 0.0552496189760525 0.0785772510507667 S
EKRP GOOD 0.0576086489622531 0.0431398538871364 0.0594960220624035 S
MSKG GOOD 0 -0.00666818968559319 0.00462517110950168 NS
LTTV GOOD 0 -0.021272255100915 -0.00210897466321445 NS
CXVL GOOD 0.023516421513381 0.0283207335091969 0.0520966006280901 S
LSRF GOOD 0.000253259177444321 0.003371645479266 0.012318401997324 S
RILY GOOD 0.0254698583287368 0.0245948705820895 0.0459977898927949 S
NMNL LTTV 0 0.00741589939782649 0.0216765967367333 S
MENO LTTV 0.0334833366149993 0.000698868146457038 0.0148837916994497 S
WTFB LTTV 0.00635215461427938 0.00193270754121391 0.0157042584547524 S
BBDN LTTV 0.0152131281333909 0.0104241149584973 0.0294316415191499 S
PSTG LTTV 0.0121108091169119 0.0343771157537077 0.0863571396971102 S
FOXR LTTV 0.132375832377928 0.102530428256549 0.164746690692403 S
IGPT LTTV 0 -0.0189907175831933 -0.0102555192907541 NS
EPFT LTTV 0 -0.0214840940282404 -0.014737340220716 NS
NAUB LTTV 0 -0.0165823490703097 -0.00759648071656986 NS
MNST LTTV 0.0415809584133608 0.0231167906388505 0.0480684630235376 S
EKRP LTTV 0.039956105897131 0.0091851618003341 0.0284127716915527 S
MSKG LTTV 0 -0.0204816123262053 -0.0128395682045281 NS
GOOD LTTV 0 -0.021272255100915 -0.00210897466321445 NS
CXVL LTTV 0.000127043687245965 -0.0061279249773696 0.00660100281599577 NS
LSRF LTTV 0 -0.0144171908781025 -0.00422184745489649 NS
RILY LTTV 0.00712942747797245 -0.00150818966110512 0.017410114251168 NS
NMNL CXVL 0.000694075339898692 -0.00255388274956621 0.0117653779197016 NS
MENO CXVL 0.0184802986244007 -0.00514157731140614 -0.000647593545453941 NS
WTFB CXVL 0 -0.00751070560360068 -0.00119894350375203 NS
BBDN CXVL 0 0.000399335025852474 0.0287063825147353 S
PSTG CXVL 0 0.0111173171360856 0.086666968724622 S
FOXR CXVL 0.0610106320655053 0.0449861242148174 0.06026319421021 S
IGPT CXVL 0 -0.00855815750833529 -0.00557753718109113 NS
EPFT CXVL 0.00487416287991146 0.0053291303275864 0.0125344791480742 S
NAUB CXVL 0 -0.00734847893593795 -0.00378658126950172 NS
MNST CXVL 0.0035594187414665 -0.00134895055987294 0.00616929296922687 NS
EKRP CXVL 0 -0.0105044841064436 -0.0061752340222973 NS
MSKG CXVL 0.0172576321840268 0.00814064699740133 0.0164388062533498 S
GOOD CXVL 0.023516421513381 0.0283207335091969 0.0520966006280901 S
LTTV CXVL 0.000127043687245965 -0.0061279249773696 0.00660100281599577 NS
LSRF CXVL 0.0014795405280754 -0.00269445734883475 0.00579498487733563 NS
RILY CXVL 0 -0.0107361384386607 -0.00494216754659223 NS
NMNL LSRF 0 -0.00225246194250578 0.00343974268179855 NS
MENO LSRF 0.00852218506048338 -0.00170734296318776 0.0034183386497132 NS
WTFB LSRF 0 -0.00331530963976608 0.00137870708305874 NS
BBDN LSRF 0.0035717435438616 -0.000252340120049853 0.00652923366395171 NS
PSTG LSRF 0 0.00885114502566861 0.0411331577894178 S
FOXR LSRF 0.0551655901098169 0.0410563279113474 0.0654042033845333 S
IGPT LSRF 0 -0.00681164820802198 -0.000681264169028626 NS
EPFT LSRF 0 -0.000910210353768974 0.00612967592232105 NS
NAUB LSRF 0 -0.00695929722626503 -0.000876161435311675 NS
MNST LSRF 0.0151245267103594 0.00655689172825337 0.0181960027870285 S
EKRP LSRF 0.0162161250563628 0.000168694608280334 0.00697805074345564 S
MSKG LSRF 0.00262344122280653 -0.00149496290606435 0.00503722843204881 NS
GOOD LSRF 0.000253259177444321 0.003371645479266 0.012318401997324 S
LTTV LSRF 0 -0.0144171908781025 -0.00422184745489649 NS
CXVL LSRF 0.0014795405280754 -0.00269445734883475 0.00579498487733563 NS
RILY LSRF 0 -0.00753592067857119 0.0008534009660536 NS
NMNL RILY 0 -0.0103652482523555 -0.00569876551424959 NS
MENO RILY 0 -0.0103308205444657 -0.00575127793148905 NS
WTFB RILY 0 -0.013860159171023 -0.00828306658870677 NS
BBDN RILY 0 -0.00729024493956363 0.00357604597225214 NS
PSTG RILY 0 -0.00338712951889255 0.0471724680150036 NS
FOXR RILY 0.0300069162886096 0.015835899167262 0.0345898328944122 S
IGPT RILY 0 -0.00680208570093312 0.00088025050100951 NS
EPFT RILY 0.00770456251503512 0.00621214267085038 0.0194448410650796 S
NAUB RILY 0.000490403812097208 -0.0066208976879434 0.00150020542343807 NS
MNST RILY 0 -0.0120506314572824 -0.00152439544474741 NS
EKRP RILY 0 -0.0156787341636771 -0.00803085521245945 NS
MSKG RILY 0.0190423421557311 0.0091172517261738 0.0226891212367602 S
GOOD RILY 0.0254698583287368 0.0245948705820895 0.0459977898927949 S
LTTV RILY 0.00712942747797245 -0.00150818966110512 0.017410114251168 NS
CXVL RILY 0 -0.0107361384386607 -0.00494216754659223 NS
LSRF RILY 0 -0.00753592067857119 0.0008534009660536 NS
