pop1 pop2 pwfst ci_ll ci_ul p
LTTV MENO 0.364365026901458 0.277311139592969 0.478314490302251 S
CXVL MENO 0.379604849006567 0.318920198194898 0.450878580135711 S
LSRF MENO 0 -0.00223132520236293 0.00902217195185034 NS
RILY MENO 0 -0.0083585437842038 0.00432661744377723 NS
NMNL WTFB 0 -0.00493455106198482 0.00105950286046796 NS
MENO WTFB 0 -0.00603790213651752 -0.00384086148689815 NS
BBDN WTFB 0.00923674377012589 -0.00545167855848333 0.00378940300128063 NS
PSTG WTFB 0 -0.0254408454567668 -0.00411247360185276 NS
FOXR WTFB 0 -0.00220607083107243 0.00676277282984163 NS
IGPT WTFB 0.0215901856653924 0.013959619556789 0.0570373135606319 S
EPFT WTFB 0.0284398767670248 0.00308603416413966 0.0226762320200408 S
NAUB WTFB 0.128059503091361 0.0772065002384364 0.126458976765078 S
MNST WTFB 0.0101816979912379 -0.00944589951451322 -0.00325274958349192 NS
EKRP WTFB 0.0284977896591179 0.0212234869852908 0.0637374469694177 S
MSKG WTFB 0.0492250775566564 0.024218786953939 0.0545900033416676 S
GOOD WTFB 0.130953557045605 0.0572124519482061 0.121992603070292 S
LTTV WTFB 0.389835239949101 0.257932982760698 0.431958747974402 S
CXVL WTFB 0.387256233825705 0.303237743664989 0.392010685617686 S
LSRF WTFB 0.00264865702003768 -0.00631950760005307 0.00659221154115405 NS
RILY WTFB 0 -0.0157689592934854 -0.00492514387466617 NS
NMNL BBDN 0.000581485753397456 -0.00482019687361738 -0.00325562962914145 NS
MENO BBDN 0.00671272350987685 7.93078896547588e-05 0.00953582764542421 S
WTFB BBDN 0.00923674377012589 -0.00545167855848333 0.00378940300128063 NS
PSTG BBDN 0 -0.0208637209011625 -0.00497755634539704 NS
FOXR BBDN 0.013957047425734 -0.0033173450680978 -0.000265945481035961 NS
IGPT BBDN 0.0423520677775485 0.00444556458311713 0.0308171745710988 S
EPFT BBDN 0.0251249130947886 0.0145926652440932 0.03732474523532 S
NAUB BBDN 0.126025866957018 0.100478360730188 0.154504639712515 S
MNST BBDN 0 -0.000360731296248138 0.0192684548556862 NS
EKRP BBDN 0.0530196445571997 0.0161892230489715 0.0426867509181644 S
MSKG BBDN 0.0724432123546898 0.0237971246188042 0.058727065734388 S
GOOD BBDN 0.141693733990323 0.0752743266946542 0.131776262012854 S
LTTV BBDN 0.383112486204213 0.287992871835312 0.465013910764658 S
CXVL BBDN 0.388238357935153 0.33091281138045 0.431326034307967 S
LSRF BBDN 0.00433860871015635 -0.00355464533923507 0.00614469010597834 NS
RILY BBDN 0 -0.0152064441902756 -0.00814932438862822 NS
NMNL PSTG 0 -0.0225761594018945 -0.00357574789013452 NS
MENO PSTG 0 -0.0175934689256658 0.000969852533703551 NS
WTFB PSTG 0 -0.0254408454567668 -0.00411247360185276 NS
BBDN PSTG 0 -0.0208637209011625 -0.00497755634539704 NS
FOXR PSTG 0 -0.0318317083994666 -0.012316419813052 NS
IGPT PSTG 0.0531341261218127 0.00488655081742636 0.0386890764389711 S
EPFT PSTG 0 -0.0208646754134717 0.0155619012002904 NS
NAUB PSTG 0.0652138999699979 0.034957885639903 0.0999441347780056 S
MNST PSTG 0 -0.0208376094701358 0.00561778594314694 NS
EKRP PSTG 0.0237360918158846 -0.0265444154828604 0.0204424119890384 NS
MSKG PSTG 0.0331208501101713 -0.0115694002844061 0.0246749528737872 NS
GOOD PSTG 0.0803935997092569 0.0181864239384863 0.0773290133540738 S
LTTV PSTG 0.284358792225211 0.203445335554411 0.312767333635318 S
CXVL PSTG 0.297591572320061 0.257378116975691 0.328329049037761 S
LSRF PSTG 0 -0.0230877826512082 -0.0066460333899728 NS
RILY PSTG 0 -0.0139933697333208 0.00231536637112554 NS
NMNL FOXR 0.0025472727264126 -0.00360727777897947 -0.000252043090195627 NS
MENO FOXR 0 0.00472555220938252 0.0143272867555437 S
WTFB FOXR 0 -0.00220607083107243 0.00676277282984163 NS
BBDN FOXR 0.013957047425734 -0.0033173450680978 -0.000265945481035961 NS
PSTG FOXR 0 -0.0318317083994666 -0.012316419813052 NS
IGPT FOXR 0.0269158036877727 0.0107643125776288 0.032916954551387 S
EPFT FOXR 0.0215106788057241 0.0107888769913562 0.0427330430703111 S
NAUB FOXR 0.107908552309594 0.0831679928521678 0.14730400322022 S
MNST FOXR 0.00610015481889408 0.00169168786373989 0.017753705221505 S
EKRP FOXR 0.0137643660801991 0.00758242953815286 0.0340509710595015 S
MSKG FOXR 0.0344524604233549 0.0168433193557366 0.0548255639694296 S
GOOD FOXR 0.102872584626904 0.0605042361513494 0.118268347299772 S
LTTV FOXR 0.336079444429186 0.262988864749544 0.426820356434348 S
CXVL FOXR 0.355482640588058 0.311862540101452 0.410559842472787 S
LSRF FOXR 0 -0.00680319612845719 0.00313218783506122 NS
RILY FOXR 0 -0.0119664087182545 -0.000304236853493861 NS
NMNL IGPT 0.0263480094328658 0.00415921314253625 0.0305646134250129 S
MENO IGPT 0.0187690534643633 0.0196458535500569 0.0541540926877058 S
WTFB IGPT 0.0215901856653924 0.013959619556789 0.0570373135606319 S
BBDN IGPT 0.0423520677775485 0.00444556458311713 0.0308171745710988 S
PSTG IGPT 0.0531341261218127 0.00488655081742636 0.0386890764389711 S
FOXR IGPT 0.0269158036877727 0.0107643125776288 0.032916954551387 S
EPFT IGPT 0.0799773007080899 0.0516495783028883 0.107643489299202 S
NAUB IGPT 0.20879914625551 0.161476523097918 0.236148160350467 S
MNST IGPT 0.0616680179354217 0.0324446547505926 0.0864917760031507 S
EKRP IGPT 0.033366264549093 0.0173338332653063 0.0591664735517193 S
MSKG IGPT 0.0903729239942532 0.0564852731443157 0.105321878780446 S
GOOD IGPT 0.209988397185717 0.140201630174672 0.20716789302202 S
LTTV IGPT 0.486254148062017 0.393861664933687 0.558744147942922 S
CXVL IGPT 0.460552442479244 0.408768644106381 0.490985303387417 S
LSRF IGPT 0.0330515109770409 0.0208284378609474 0.042824391496722 S
RILY IGPT 0.0160725679607169 -0.00829148537696722 0.0387191318726558 NS
NMNL EPFT 0.0245112823985459 0.0157270340108366 0.0486668051711029 S
MENO EPFT 0.022743869812787 0.0126335016272794 0.0365326032287266 S
WTFB EPFT 0.0284398767670248 0.00308603416413966 0.0226762320200408 S
BBDN EPFT 0.0251249130947886 0.0145926652440932 0.03732474523532 S
PSTG EPFT 0 -0.0208646754134717 0.0155619012002904 NS
FOXR EPFT 0.0215106788057241 0.0107888769913562 0.0427330430703111 S
IGPT EPFT 0.0799773007080899 0.0516495783028883 0.107643489299202 S
NAUB EPFT 0.0279717209797006 0.0223518443824277 0.0389658496896484 S
MNST EPFT 0.00794619413712507 0.00180460843118913 0.0146553427300257 S
EKRP EPFT 0.0218613184162012 0.00989105099420806 0.0611970369360751 S
MSKG EPFT 0.00877580526294086 -0.00284100426950621 0.0163937657735642 NS
GOOD EPFT 0.0296880207968701 0.00517939434171898 0.0334189965282703 S
LTTV EPFT 0.221410115299388 0.162085630531168 0.280082548556412 S
CXVL EPFT 0.250379508686813 0.207832758648487 0.288331514734386 S
LSRF EPFT 0.0172749089441472 0.00659610856767136 0.0336747496735199 S
RILY EPFT 0.0176508557773155 0.00573963200809378 0.0320584270560615 S
NMNL NAUB 0.126235817026512 0.105488135921997 0.171484231864279 S
MENO NAUB 0.12162943658314 0.094468562458003 0.160813401854996 S
WTFB NAUB 0.128059503091361 0.0772065002384364 0.126458976765078 S
BBDN NAUB 0.126025866957018 0.100478360730188 0.154504639712515 S
PSTG NAUB 0.0652138999699979 0.034957885639903 0.0999441347780056 S
FOXR NAUB 0.107908552309594 0.0831679928521678 0.14730400322022 S
IGPT NAUB 0.20879914625551 0.161476523097918 0.236148160350467 S
EPFT NAUB 0.0279717209797006 0.0223518443824277 0.0389658496896484 S
MNST NAUB 0.0787045765877103 0.0618242888490123 0.10643071319066 S
EKRP NAUB 0.0855316862284646 0.0498101469276182 0.130480670644636 S
MSKG NAUB 0.0339943717737134 0.0116695329821198 0.0563334558524179 S
GOOD NAUB 0 -0.0129475259655905 -0.000826530894195697 NS
LTTV NAUB 0.0870561610574397 0.0423936464828884 0.117478564195253 S
CXVL NAUB 0.117166332935753 0.0859810115820806 0.12969194510688 S
LSRF NAUB 0.100151532371211 0.0753545453511693 0.125573600211341 S
RILY NAUB 0.111350522094616 0.0884255598842898 0.142392849237027 S
NMNL MNST 0.00116252225516457 0.000778095342236373 0.0162740759273707 S
MENO MNST 0.00636680218388651 -0.00555198193956619 -0.00206140316383514 NS
WTFB MNST 0.0101816979912379 -0.00944589951451322 -0.00325274958349192 NS
BBDN MNST 0 -0.000360731296248138 0.0192684548556862 NS
PSTG MNST 0 -0.0208376094701358 0.00561778594314694 NS
FOXR MNST 0.00610015481889408 0.00169168786373989 0.017753705221505 S
IGPT MNST 0.0616680179354217 0.0324446547505926 0.0864917760031507 S
EPFT MNST 0.00794619413712507 0.00180460843118913 0.0146553427300257 S
NAUB MNST 0.0787045765877103 0.0618242888490123 0.10643071319066 S
EKRP MNST 0.040821785985113 0.0272778062297295 0.0830522808251681 S
MSKG MNST 0.045500759130475 0.0261126194626637 0.062352267593554 S
GOOD MNST 0.0926686336353035 0.0497817670469429 0.109562276991066 S
LTTV MNST 0.312477941801851 0.239004237820166 0.397153146328568 S
CXVL MNST 0.320812966894018 0.280551735527744 0.36705173095865 S
LSRF MNST 0.0022913281083842 -0.0038441619883692 0.013447410907639 NS
RILY MNST 0.00548992820382242 -0.00347012543817818 0.0169322650728941 NS
NMNL EKRP 0.0333872456539325 0.0210336003466222 0.0482773484089723 S
MENO EKRP 0.0184840893003642 0.0380307003163036 0.0798186054411859 S
WTFB EKRP 0.0284977896591179 0.0212234869852908 0.0637374469694177 S
BBDN EKRP 0.0530196445571997 0.0161892230489715 0.0426867509181644 S
PSTG EKRP 0.0237360918158846 -0.0265444154828604 0.0204424119890384 NS
FOXR EKRP 0.0137643660801991 0.00758242953815286 0.0340509710595015 S
IGPT EKRP 0.033366264549093 0.0173338332653063 0.0591664735517193 S
EPFT EKRP 0.0218613184162012 0.00989105099420806 0.0611970369360751 S
NAUB EKRP 0.0855316862284646 0.0498101469276182 0.130480670644636 S
MNST EKRP 0.040821785985113 0.0272778062297295 0.0830522808251681 S
MSKG EKRP 0.00055613642585734 -0.00973848378871569 0.0161619179305015 NS
GOOD EKRP 0.0624624938413193 0.0221149249800979 0.0789813518702351 S
LTTV EKRP 0.268940603929771 0.236552927442255 0.315152023128534 S
CXVL EKRP 0.301123265557471 0.266219515388123 0.341197025068499 S
LSRF EKRP 0.0218043523852477 0.0135207698393752 0.0505946445558122 S
RILY EKRP 0.0236206753298181 0.0172168507409481 0.0506116395328431 S
NMNL MSKG 0.055116874931989 0.0284163028586156 0.0718841494203778 S
MENO MSKG 0.043363029977815 0.0407427003249228 0.0807317238460261 S
WTFB MSKG 0.0492250775566564 0.024218786953939 0.0545900033416676 S
BBDN MSKG 0.0724432123546898 0.0237971246188042 0.058727065734388 S
PSTG MSKG 0.0331208501101713 -0.0115694002844061 0.0246749528737872 NS
FOXR MSKG 0.0344524604233549 0.0168433193557366 0.0548255639694296 S
IGPT MSKG 0.0903729239942532 0.0564852731443157 0.105321878780446 S
EPFT MSKG 0.00877580526294086 -0.00284100426950621 0.0163937657735642 NS
NAUB MSKG 0.0339943717737134 0.0116695329821198 0.0563334558524179 S
MNST MSKG 0.045500759130475 0.0261126194626637 0.062352267593554 S
EKRP MSKG 0.00055613642585734 -0.00973848378871569 0.0161619179305015 NS
GOOD MSKG 0.0153343519510551 -0.00571955971167134 0.0241225509324775 NS
LTTV MSKG 0.193847143702338 0.149307256180153 0.239219449754233 S
CXVL MSKG 0.22742129472486 0.200058271536381 0.254732770094541 S
LSRF MSKG 0.040241455039241 0.0195914497103018 0.0535876831704467 S
RILY MSKG 0.0425789473265854 0.0206019121690637 0.0564681791068909 S
NMNL GOOD 0.133078832360343 0.0796466573163427 0.148697530667683 S
MENO GOOD 0.120575236120544 0.0772765787626165 0.150225469348665 S
WTFB GOOD 0.130953557045605 0.0572124519482061 0.121992603070292 S
BBDN GOOD 0.141693733990323 0.0752743266946542 0.131776262012854 S
PSTG GOOD 0.0803935997092569 0.0181864239384863 0.0773290133540738 S
FOXR GOOD 0.102872584626904 0.0605042361513494 0.118268347299772 S
IGPT GOOD 0.209988397185717 0.140201630174672 0.20716789302202 S
EPFT GOOD 0.0296880207968701 0.00517939434171898 0.0334189965282703 S
NAUB GOOD 0 -0.0129475259655905 -0.000826530894195697 NS
MNST GOOD 0.0926686336353035 0.0497817670469429 0.109562276991066 S
EKRP GOOD 0.0624624938413193 0.0221149249800979 0.0789813518702351 S
MSKG GOOD 0.0153343519510551 -0.00571955971167134 0.0241225509324775 NS
LTTV GOOD 0.0811560513737519 0.0625153219126199 0.133963815807168 S
CXVL GOOD 0.118738573866931 0.113818466134044 0.160341719482191 S
LSRF GOOD 0.102060702028502 0.0554474082976154 0.106943020093866 S
RILY GOOD 0.116412471326966 0.0646077635415323 0.129847665763357 S
NMNL LTTV 0.382558666423104 0.295192017376767 0.481459549775976 S
MENO LTTV 0.364365026901458 0.277311139592969 0.478314490302251 S
WTFB LTTV 0.389835239949101 0.257932982760698 0.431958747974402 S
BBDN LTTV 0.383112486204213 0.287992871835312 0.465013910764658 S
PSTG LTTV 0.284358792225211 0.203445335554411 0.312767333635318 S
FOXR LTTV 0.336079444429186 0.262988864749544 0.426820356434348 S
IGPT LTTV 0.486254148062017 0.393861664933687 0.558744147942922 S
EPFT LTTV 0.221410115299388 0.162085630531168 0.280082548556412 S
NAUB LTTV 0.0870561610574397 0.0423936464828884 0.117478564195253 S
MNST LTTV 0.312477941801851 0.239004237820166 0.397153146328568 S
EKRP LTTV 0.268940603929771 0.236552927442255 0.315152023128534 S
MSKG LTTV 0.193847143702338 0.149307256180153 0.239219449754233 S
GOOD LTTV 0.0811560513737519 0.0625153219126199 0.133963815807168 S
CXVL LTTV 0 -0.0457812367977992 -0.0143317657470149 NS
LSRF LTTV 0.319777027899566 0.247733028692743 0.391802524144994 S
RILY LTTV 0.375877313520353 0.288580889491501 0.456910228612493 S
NMNL CXVL 0.388927095095036 0.336505346279724 0.450981593688366 S
MENO CXVL 0.379604849006567 0.318920198194898 0.450878580135711 S
WTFB CXVL 0.387256233825705 0.303237743664989 0.392010685617686 S
BBDN CXVL 0.388238357935153 0.33091281138045 0.431326034307967 S
PSTG CXVL 0.297591572320061 0.257378116975691 0.328329049037761 S
FOXR CXVL 0.355482640588058 0.311862540101452 0.410559842472787 S
IGPT CXVL 0.460552442479244 0.408768644106381 0.490985303387417 S
EPFT CXVL 0.250379508686813 0.207832758648487 0.288331514734386 S
NAUB CXVL 0.117166332935753 0.0859810115820806 0.12969194510688 S
MNST CXVL 0.320812966894018 0.280551735527744 0.36705173095865 S
EKRP CXVL 0.301123265557471 0.266219515388123 0.341197025068499 S
MSKG CXVL 0.22742129472486 0.200058271536381 0.254732770094541 S
GOOD CXVL 0.118738573866931 0.113818466134044 0.160341719482191 S
LTTV CXVL 0 -0.0457812367977992 -0.0143317657470149 NS
LSRF CXVL 0.336662612117313 0.292738561753021 0.375502065052228 S
RILY CXVL 0.365863295315736 0.326855192297858 0.400470403727684 S
NMNL LSRF 0.000714920935014253 -0.00422029343164707 0.00564266694932481 NS
MENO LSRF 0 -0.00223132520236293 0.00902217195185034 NS
WTFB LSRF 0.00264865702003768 -0.00631950760005307 0.00659221154115405 NS
BBDN LSRF 0.00433860871015635 -0.00355464533923507 0.00614469010597834 NS
PSTG LSRF 0 -0.0230877826512082 -0.0066460333899728 NS
FOXR LSRF 0 -0.00680319612845719 0.00313218783506122 NS
IGPT LSRF 0.0330515109770409 0.0208284378609474 0.042824391496722 S
EPFT LSRF 0.0172749089441472 0.00659610856767136 0.0336747496735199 S
NAUB LSRF 0.100151532371211 0.0753545453511693 0.125573600211341 S
MNST LSRF 0.0022913281083842 -0.0038441619883692 0.013447410907639 NS
EKRP LSRF 0.0218043523852477 0.0135207698393752 0.0505946445558122 S
MSKG LSRF 0.040241455039241 0.0195914497103018 0.0535876831704467 S
GOOD LSRF 0.102060702028502 0.0554474082976154 0.106943020093866 S
LTTV LSRF 0.319777027899566 0.247733028692743 0.391802524144994 S
CXVL LSRF 0.336662612117313 0.292738561753021 0.375502065052228 S
RILY LSRF 0.000659701316882733 -0.00525623688428431 0.00822441985865524 NS
NMNL RILY 0 -0.0137439770186659 -0.00599721450934133 NS
MENO RILY 0 -0.0083585437842038 0.00432661744377723 NS
WTFB RILY 0 -0.0157689592934854 -0.00492514387466617 NS
BBDN RILY 0 -0.0152064441902756 -0.00814932438862822 NS
PSTG RILY 0 -0.0139933697333208 0.00231536637112554 NS
FOXR RILY 0 -0.0119664087182545 -0.000304236853493861 NS
IGPT RILY 0.0160725679607169 -0.00829148537696722 0.0387191318726558 NS
EPFT RILY 0.0176508557773155 0.00573963200809378 0.0320584270560615 S
NAUB RILY 0.111350522094616 0.0884255598842898 0.142392849237027 S
MNST RILY 0.00548992820382242 -0.00347012543817818 0.0169322650728941 NS
EKRP RILY 0.0236206753298181 0.0172168507409481 0.0506116395328431 S
MSKG RILY 0.0425789473265854 0.0206019121690637 0.0564681791068909 S
GOOD RILY 0.116412471326966 0.0646077635415323 0.129847665763357 S
LTTV RILY 0.375877313520353 0.288580889491501 0.456910228612493 S
CXVL RILY 0.365863295315736 0.326855192297858 0.400470403727684 S
LSRF RILY 0.000659701316882733 -0.00525623688428431 0.00822441985865524 NS
