pop1 pop2 pwfst ci_ll ci_ul p
EKRP EPFT 0.000721722620054155 -0.00805913409657157 0.0348558633937094 NS
MSKG EPFT 0.00641158219896176 -0.00416934424935971 0.0212552291507137 NS
GOOD EPFT 0.0134829735560651 -0.0177999135559836 -0.0081449529393734 NS
LTTV EPFT 0.102407076140383 0.06646276935452 0.136085277576594 S
CXVL EPFT 0.0450662571152095 0.0301374405724679 0.0602013284991029 S
LSRF EPFT 0 -0.00778783260398864 0.00319699236852711 NS
RILY EPFT 0.0090964058652545 -0.0100872464805985 0.0250776096338759 NS
NMNL NAUB 0.0396735399430234 0.0284526983791351 0.0916448964129339 S
MENO NAUB 0.0489392317201598 0.0491619334999463 0.107262310606476 S
WTFB NAUB 0.0857754068619531 -0.00560573845940935 0.0652104866692456 NS
BBDN NAUB 0.0707511011130044 0.0252628117594478 0.0886496610012011 S
PSTG NAUB 0.0875804253714857 0.0093724117261787 0.134649181153362 S
FOXR NAUB 0.0223553106587735 -0.00220944708939558 0.0429604055624478 NS
IGPT NAUB 0.119638205506704 0.0624842733677358 0.107136595160254 S
EPFT NAUB 0.0020281679415412 -0.010849810761166 0.0239982950345438 NS
MNST NAUB 0.0648283962470318 0.0331587285870947 0.12303562931511 S
EKRP NAUB 0.00751200531852912 -0.00981819793895326 0.0313870449378064 NS
MSKG NAUB 0.00661560548000507 -0.00428519597041099 0.023088275264084 NS
GOOD NAUB 0.01113378279411 -0.0167262269649473 0.0126325674800745 NS
LTTV NAUB 0.0667749964479041 0.0309289314117773 0.094495161283246 S
CXVL NAUB 0.0279525859497999 0.0123418225751474 0.0377566958745576 S
LSRF NAUB 0.0170021531741966 -0.00514557929844371 0.051722592728803 NS
RILY NAUB 0.0478017588765396 -0.0007431914417297 0.119539646036384 NS
NMNL MNST 0 -0.00815337507220746 -0.00165603043957956 NS
MENO MNST 0 -0.00535285155400853 0.00269017814146115 NS
WTFB MNST 0.00244212939535694 0.00174272896122652 0.0207911354571173 S
BBDN MNST 0 -0.00807302538050226 -0.00217096566446147 NS
PSTG MNST 0 -0.0256280771861063 -0.00617248671402064 NS
FOXR MNST 0.00517345975270217 0.00299881887080115 0.0229172468451655 S
IGPT MNST 0.283770702387354 0.230911953469722 0.293106329290377 S
EPFT MNST 0.0298018211583354 0.0179380993950989 0.0535654980608365 S
NAUB MNST 0.0648283962470318 0.0331587285870947 0.12303562931511 S
EKRP MNST 0.0712123293725001 0.0722043062787546 0.142093974745405 S
MSKG MNST 0.0853555878684126 0.0753839069022117 0.118447228521674 S
GOOD MNST 0.10930900061002 0.0292012020057763 0.0762156613215007 S
LTTV MNST 0.216758007134553 0.152473672320802 0.295041172074217 S
CXVL MNST 0.154198861767716 0.136747382004287 0.188990255708714 S
LSRF MNST 0.0144955477418626 0.00796710766965986 0.0309181703245826 S
RILY MNST 0.00375122376778448 -0.0114161182175245 0.0207848773849937 NS
NMNL EKRP 0.0453080960538469 0.0587342822112541 0.133312141385172 S
MENO EKRP 0.053000544678433 0.0811347744468204 0.173737249253409 S
WTFB EKRP 0.107687084639591 0.00982227239727871 0.0610178052941118 S
BBDN EKRP 0.094153363405672 0.0565509636319734 0.120287009843348 S
PSTG EKRP 0.0979061912392487 0.0356009919236972 0.17070086475964 S
FOXR EKRP 0.0215022743579371 0.0132113523933405 0.0558670652515154 S
IGPT EKRP 0.100179381916634 0.0106469357259185 0.069900325824759 S
EPFT EKRP 0.000721722620054155 -0.00805913409657157 0.0348558633937094 NS
NAUB EKRP 0.00751200531852912 -0.00981819793895326 0.0313870449378064 NS
MNST EKRP 0.0712123293725001 0.0722043062787546 0.142093974745405 S
MSKG EKRP 0 -0.0243660869273668 0.00535696523243238 NS
GOOD EKRP 0 -0.0241265358966394 0.0111709827784033 NS
LTTV EKRP 0.082919561071246 0.00220689217957044 0.103068728545149 S
CXVL EKRP 0.0176519147295041 -0.0131926348073727 0.0137313619236325 NS
LSRF EKRP 0.0186371331261355 0.0111737314163015 0.0598267396573543 S
RILY EKRP 0.0199140325660103 0.0268292324030323 0.0698757553991037 S
NMNL MSKG 0.0557930923651331 0.0631330786531656 0.103108845638501 S
MENO MSKG 0.0676955002378705 0.0833919321583019 0.138586450354161 S
WTFB MSKG 0.126197340039128 0.0143158315750007 0.0404591653754208 S
BBDN MSKG 0.105969051293645 0.0529851019921344 0.116884912658895 S
PSTG MSKG 0.133685739724874 0.0615936934007723 0.138141819637102 S
FOXR MSKG 0.0365825130561724 0.0139883286708522 0.0481841945082685 S
IGPT MSKG 0.069345937177651 0.0262578165852858 0.0679611924876279 S
EPFT MSKG 0.00641158219896176 -0.00416934424935971 0.0212552291507137 NS
NAUB MSKG 0.00661560548000507 -0.00428519597041099 0.023088275264084 NS
MNST MSKG 0.0853555878684126 0.0753839069022117 0.118447228521674 S
EKRP MSKG 0 -0.0243660869273668 0.00535696523243238 NS
GOOD MSKG 0 -0.0152704651480306 0.00376651762933798 NS
LTTV MSKG 0.0500684165556062 0.0072535300049374 0.0868222775839908 S
CXVL MSKG 0 -0.0113849017756167 0.00453143003429526 NS
LSRF MSKG 0.0265667388550436 0.0129457258582447 0.0478757812870486 S
RILY MSKG 0.0632355036557358 0.0219581015232377 0.105797917234965 S
NMNL GOOD 0.072376938687811 0.0234131057859994 0.0506848461942821 S
MENO GOOD 0.0850716470418282 0.0406072937983495 0.0760159332236191 S
WTFB GOOD 0.145154850729992 -0.00888293430170843 0.00427459930944132 NS
BBDN GOOD 0.124144290869268 0.0158107239369993 0.0613140189920706 S
PSTG GOOD 0.16324821425486 0.0103753380746194 0.0755008731074716 S
FOXR GOOD 0.0495769755564851 -0.0103530301812049 0.00906827452754077 NS
IGPT GOOD 0.0491315747923383 0.0702805553335678 0.122759852056777 S
EPFT GOOD 0.0134829735560651 -0.0177999135559836 -0.0081449529393734 NS
NAUB GOOD 0.01113378279411 -0.0167262269649473 0.0126325674800745 NS
MNST GOOD 0.10930900061002 0.0292012020057763 0.0762156613215007 S
EKRP GOOD 0 -0.0241265358966394 0.0111709827784033 NS
MSKG GOOD 0 -0.0152704651480306 0.00376651762933798 NS
LTTV GOOD 0.033872203105804 0.0329760821826972 0.119225904844699 S
CXVL GOOD 0 0.00698864190658601 0.032699999564555 S
LSRF GOOD 0.0363509072070022 -0.00636259939692727 0.00664666257343261 NS
RILY GOOD 0.0745039188284792 -0.00278620996845425 0.0357420861052774 NS
NMNL LTTV 0.174366662645473 0.138316722931161 0.243582429743284 S
MENO LTTV 0.185738008737675 0.170600295298632 0.268912188914085 S
WTFB LTTV 0.252509826014623 0.0801158639169784 0.193203684083583 S
BBDN LTTV 0.224481857488585 0.139236911072106 0.262098443240113 S
PSTG LTTV 0.297479044699038 0.134857462716316 0.319037441479049 S
FOXR LTTV 0.150105869049392 0.0909627926913239 0.174823422052681 S
IGPT LTTV 0.0417925533108686 -0.0292976292432668 0.110126656756353 NS
EPFT LTTV 0.102407076140383 0.06646276935452 0.136085277576594 S
NAUB LTTV 0.0667749964479041 0.0309289314117773 0.094495161283246 S
MNST LTTV 0.216758007134553 0.152473672320802 0.295041172074217 S
EKRP LTTV 0.082919561071246 0.00220689217957044 0.103068728545149 S
MSKG LTTV 0.0500684165556062 0.0072535300049374 0.0868222775839908 S
GOOD LTTV 0.033872203105804 0.0329760821826972 0.119225904844699 S
CXVL LTTV 0.0102822113294677 -0.022082580753189 0.0521340839721214 NS
LSRF LTTV 0.129957321907366 0.0843962208515444 0.16907345473611 S
RILY LTTV 0.209737658963264 0.122014541816379 0.283317312315219 S
NMNL CXVL 0.115947376909589 0.128845555630344 0.156747041183469 S
MENO CXVL 0.131193981851403 0.155663534633795 0.19190367972032 S
WTFB CXVL 0.195987460963832 0.0576586732374261 0.100083894070485 S
BBDN CXVL 0.172402811771065 0.113238350835568 0.17500100809093 S
PSTG CXVL 0.210776294295025 0.123725611132624 0.210551172547559 S
FOXR CXVL 0.0897690303293536 0.0585912572454087 0.0924766001629801 S
IGPT CXVL 0.0198649831595276 -0.000149391506734923 0.0140928111356809 NS
EPFT CXVL 0.0450662571152095 0.0301374405724679 0.0602013284991029 S
NAUB CXVL 0.0279525859497999 0.0123418225751474 0.0377566958745576 S
MNST CXVL 0.154198861767716 0.136747382004287 0.188990255708714 S
EKRP CXVL 0.0176519147295041 -0.0131926348073727 0.0137313619236325 NS
MSKG CXVL 0 -0.0113849017756167 0.00453143003429526 NS
GOOD CXVL 0 0.00698864190658601 0.032699999564555 S
LTTV CXVL 0.0102822113294677 -0.022082580753189 0.0521340839721214 NS
LSRF CXVL 0.0714259941082843 0.0558511839243209 0.0864316819842101 S
RILY CXVL 0.128709937632523 0.0726123885293191 0.173963513962523 S
NMNL LSRF 0.00207966617490586 0.00539487903166174 0.0143773476482658 S
MENO LSRF 0.00639057853321632 0.015413380279449 0.0356300553150068 S
WTFB LSRF 0.0331910591892565 -0.00802574313533056 -0.00240422453775037 NS
BBDN LSRF 0.0242566161889918 0.00291594139223872 0.0242937176754193 S
PSTG LSRF 0.0364664610348117 -0.00485810443875283 0.0389985599839831 NS
FOXR LSRF 0 -0.0067516557425801 -0.00288317989228144 NS
IGPT LSRF 0.180584933055304 0.129982541401662 0.174857379791142 S
EPFT LSRF 0 -0.00778783260398864 0.00319699236852711 NS
NAUB LSRF 0.0170021531741966 -0.00514557929844371 0.051722592728803 NS
MNST LSRF 0.0144955477418626 0.00796710766965986 0.0309181703245826 S
EKRP LSRF 0.0186371331261355 0.0111737314163015 0.0598267396573543 S
MSKG LSRF 0.0265667388550436 0.0129457258582447 0.0478757812870486 S
GOOD LSRF 0.0363509072070022 -0.00636259939692727 0.00664666257343261 NS
LTTV LSRF 0.129957321907366 0.0843962208515444 0.16907345473611 S
CXVL LSRF 0.0714259941082843 0.0558511839243209 0.0864316819842101 S
RILY LSRF 0.00574555251880144 -0.00382737437898351 0.0149678545694631 NS
NMNL RILY 0 -0.0111046798471526 0.0145020743995101 NS
MENO RILY 0 -0.00649530435331369 0.0299700807272615 NS
WTFB RILY 0.0150803042252367 -0.0139427860197484 0.00691687870135867 NS
BBDN RILY 0.00994335413019858 -0.013543958289999 0.00180606355140703 NS
PSTG RILY 0.00124112767474784 -0.0447603228240604 0.0329715070155671 NS
FOXR RILY 0 -0.0140084319778147 0.00567062213493125 NS
IGPT RILY 0.266742523479836 0.163196932400963 0.287181931102789 S
EPFT RILY 0.0090964058652545 -0.0100872464805985 0.0250776096338759 NS
NAUB RILY 0.0478017588765396 -0.0007431914417297 0.119539646036384 NS
MNST RILY 0.00375122376778448 -0.0114161182175245 0.0207848773849937 NS
EKRP RILY 0.0199140325660103 0.0268292324030323 0.0698757553991037 S
MSKG RILY 0.0632355036557358 0.0219581015232377 0.105797917234965 S
GOOD RILY 0.0745039188284792 -0.00278620996845425 0.0357420861052774 NS
LTTV RILY 0.209737658963264 0.122014541816379 0.283317312315219 S
CXVL RILY 0.128709937632523 0.0726123885293191 0.173963513962523 S
LSRF RILY 0.00574555251880144 -0.00382737437898351 0.0149678545694631 NS
