pop1 pop2 pwfst ci_ll ci_ul p
EPFT IGPT 0.31866156198979 0.296608646991838 0.371267190552494 S
NAUB IGPT 0.254420036278265 0.204225045680516 0.256380294150409 S
MNST IGPT 0.276272845668167 0.217036215424202 0.29904276435259 S
EKRP IGPT 0.0765349383191395 0.0471086791398275 0.115666832342093 S
MSKG IGPT 0.241449220522229 0.139636505387168 0.237413837893989 S
GOOD IGPT 0.150321986608018 0.171439841391331 0.228262507939883 S
LTTV IGPT 0.279645524080555 0.227747222361261 0.299059669708468 S
CXVL IGPT 0.3434968824992 0.283325304395661 0.373467494381248 S
LSRF IGPT 0.286795996260772 0.223532668214421 0.322497036245872 S
RILY IGPT 0.195128987116759 0.131853256192134 0.235526333535276 S
NMNL EPFT 0 -0.00106574406238698 0.0163607572022126 NS
MENO EPFT 0.006530663706362 0.00239459331271621 0.0153432312014327 S
WTFB EPFT 0.00575463880651405 -0.00729965987887284 -0.000499155560453176 NS
BBDN EPFT 0.00671669331331477 0.00556386699194358 0.0253075047688167 S
PSTG EPFT 0 0.0264355031091412 0.10248925754792 S
FOXR EPFT 0.0109353204620115 0.00866629078744625 0.0272710608211575 S
IGPT EPFT 0.31866156198979 0.296608646991838 0.371267190552494 S
NAUB EPFT 0 0.0020796025974523 0.0194887419662377 S
MNST EPFT 0.00655891803355117 0.00288262039268153 0.0234446756282132 S
EKRP EPFT 0.151068606882818 0.133336330367992 0.203459155228157 S
MSKG EPFT 0.0363071413696847 0.0326295448001809 0.090517092333756 S
GOOD EPFT 0.046166456667717 0.00222464767829672 0.0279568018453036 S
LTTV EPFT 0.0118123463777154 -0.00715965602067107 0.0457011451070731 NS
CXVL EPFT 0.00294688003927208 -0.00299340957319946 0.0115811386285017 NS
LSRF EPFT 0.00943029681367485 0.00494952036595008 0.0321603702676888 S
RILY EPFT 0.0619388800709382 0.0472096066173442 0.111390497990603 S
NMNL NAUB 0.00653434369695384 -0.00140375721606009 0.0129193763798284 NS
MENO NAUB 0.00381077653050289 -0.000630033867630345 0.00963655088318076 NS
WTFB NAUB 0.00554189972205621 0.00162722554155178 0.0202926696669472 S
BBDN NAUB 0.00297881999323152 -0.00111914770711048 0.0099270387151837 NS
PSTG NAUB 0 0.00549385070711641 0.0385356676630313 S
FOXR NAUB 0.00698669631303246 -0.0023996722962052 0.00943396625999093 NS
IGPT NAUB 0.254420036278265 0.204225045680516 0.256380294150409 S
EPFT NAUB 0 0.0020796025974523 0.0194887419662377 S
MNST NAUB 0.00207721892676438 -0.00464163990886801 0.00240714810228976 NS
EKRP NAUB 0.0935615805586145 0.0475894653270525 0.105456138641392 S
MSKG NAUB 0.0237799929248882 0.00519657537399839 0.0373894637036583 S
GOOD NAUB 0.0138373696543474 -0.0163278393593672 -0.00895879343717652 NS
LTTV NAUB 0.0215968046581627 0.00393887551790338 0.0536929252313924 S
CXVL NAUB 0.0098477207730435 0.00561103735829866 0.028101277953804 S
LSRF NAUB 0.00492294857385392 -0.00268471376867215 0.0113815689092008 NS
RILY NAUB 0.0302149363600539 0.00613606345606059 0.0451269594325696 S
NMNL MNST 0.0055189211507073 -0.00620376991122173 -0.00274201856835466 NS
MENO MNST 0 -0.00737590908620466 -0.00021923993277395 NS
WTFB MNST 0 0.00183515571782176 0.0233361327852196 S
BBDN MNST 0 -0.00742583203484184 0.00131510331452976 NS
PSTG MNST 0.0137784698955992 -0.0112083774136987 0.0371664359194114 NS
FOXR MNST 0.00192382305131302 -0.00546883765614043 0.00190907488585553 NS
IGPT MNST 0.276272845668167 0.217036215424202 0.29904276435259 S
EPFT MNST 0.00655891803355117 0.00288262039268153 0.0234446756282132 S
NAUB MNST 0.00207721892676438 -0.00464163990886801 0.00240714810228976 NS
EKRP MNST 0.105326344915763 0.0645138915650687 0.103763711835167 S
MSKG MNST 0.0142379743809609 0.0021653927778488 0.0325225243917401 S
GOOD MNST 0.0172479707437643 -0.0148294822480813 -0.00563308492067933 NS
LTTV MNST 0.0412495794566098 0.011100599108851 0.0616499513274502 S
CXVL MNST 0.0432665838420826 0.0190862864114991 0.0601600935609 S
LSRF MNST 0 -0.00946173520461023 -0.0053443608908593 NS
RILY MNST 0.0223322622166718 -0.00139816670660812 0.0349362330593205 NS
NMNL EKRP 0.191796492756786 0.0995653250237989 0.160848703561379 S
MENO EKRP 0.122011031998592 0.0897076542432215 0.142026456970535 S
WTFB EKRP 0.131549939480534 0.131468238899114 0.214388824355041 S
BBDN EKRP 0.109765492412088 0.0708224044080132 0.115021525795097 S
PSTG EKRP 0.128720885004442 0.00771035802893439 0.066289227349641 S
FOXR EKRP 0.131032927254213 0.0613803068125388 0.124314801483205 S
IGPT EKRP 0.0765349383191395 0.0471086791398275 0.115666832342093 S
EPFT EKRP 0.151068606882818 0.133336330367992 0.203459155228157 S
NAUB EKRP 0.0935615805586145 0.0475894653270525 0.105456138641392 S
MNST EKRP 0.105326344915763 0.0645138915650687 0.103763711835167 S
MSKG EKRP 0.0758322713526112 0.0123243769463012 0.052836915066809 S
GOOD EKRP 0.0152197466255452 0.0289057411116953 0.0692325495559727 S
LTTV EKRP 0.14937004795159 0.0910559456201826 0.183350598390409 S
CXVL EKRP 0.183157802879586 0.107273229062651 0.247113559687735 S
LSRF EKRP 0.110138510221016 0.0677923237621733 0.121023765970629 S
RILY EKRP 0.0389717921446384 0.00775593155953748 0.0503000441965436 S
NMNL MSKG 0.0370690375906325 0.012346811710368 0.0486652898134317 S
MENO MSKG 0.008157336921402 0.00865567610569561 0.0381374635867346 S
WTFB MSKG 0.0158775457578303 0.0382591918025847 0.0915428051026873 S
BBDN MSKG 0.00729956761900688 0.00366720402098457 0.0268187496513166 S
PSTG MSKG 0.0249286885082574 -0.0236695936556269 -0.00869415631962567 NS
FOXR MSKG 0.0197355885535036 0.00698679319524976 0.034767878729013 S
IGPT MSKG 0.241449220522229 0.139636505387168 0.237413837893989 S
EPFT MSKG 0.0363071413696847 0.0326295448001809 0.090517092333756 S
NAUB MSKG 0.0237799929248882 0.00519657537399839 0.0373894637036583 S
MNST MSKG 0.0142379743809609 0.0021653927778488 0.0325225243917401 S
EKRP MSKG 0.0758322713526112 0.0123243769463012 0.052836915066809 S
GOOD MSKG 0.0198935532985903 -0.00626648553336168 0.0306655453610424 NS
LTTV MSKG 0.0412421360754926 0.0161720267759313 0.0796881707557387 S
CXVL MSKG 0.0770429304600857 0.0336759557511518 0.129314202776677 S
LSRF MSKG 0.0167849723021275 0.00400962555981191 0.0470113377166629 S
RILY MSKG 0.0147696713368024 -0.00703434155826569 0.0213776429315227 NS
NMNL GOOD 0.0634412376840055 -0.0077784858703348 0.00941658962415595 NS
MENO GOOD 0.0254460325459705 -0.00950653853446419 0.000433305035326148 NS
WTFB GOOD 0.033267649012092 0.00257187419493543 0.0286890147833338 S
BBDN GOOD 0.0176917485732337 -0.0117464641888371 0.000473831708077693 NS
PSTG GOOD 0.0536773160139606 -0.00893330388310726 0.025641284106438 NS
FOXR GOOD 0.0362731724365232 -0.00996475921775915 0.00405310993023095 NS
IGPT GOOD 0.150321986608018 0.171439841391331 0.228262507939883 S
EPFT GOOD 0.046166456667717 0.00222464767829672 0.0279568018453036 S
NAUB GOOD 0.0138373696543474 -0.0163278393593672 -0.00895879343717652 NS
MNST GOOD 0.0172479707437643 -0.0148294822480813 -0.00563308492067933 NS
EKRP GOOD 0.0152197466255452 0.0289057411116953 0.0692325495559727 S
MSKG GOOD 0.0198935532985903 -0.00626648553336168 0.0306655453610424 NS
LTTV GOOD 0.0703107484593567 0.00590168001523935 0.0744469467882057 S
CXVL GOOD 0.075703836484725 0.00486908578927549 0.0527199996574634 S
LSRF GOOD 0.0189749524500071 -0.012470466782424 -0.000215640479153612 NS
RILY GOOD 0.00396470589079933 -0.0076321059405856 0.0336068634348662 NS
NMNL LTTV 0.0234348070102734 0.00201296889323847 0.052472143737729 S
MENO LTTV 0.0312018924456647 0.00819143814639784 0.052846243926863 S
WTFB LTTV 0.037256229083145 -0.00700797400949109 0.0570749267462364 NS
BBDN LTTV 0.0312632749361092 0.00966768221516598 0.0602197322705926 S
PSTG LTTV 0 -0.00702062165664763 0.122218928857689 NS
FOXR LTTV 0.0413450675988209 0.0124500778773809 0.0713957132362331 S
IGPT LTTV 0.279645524080555 0.227747222361261 0.299059669708468 S
EPFT LTTV 0.0118123463777154 -0.00715965602067107 0.0457011451070731 NS
NAUB LTTV 0.0215968046581627 0.00393887551790338 0.0536929252313924 S
MNST LTTV 0.0412495794566098 0.011100599108851 0.0616499513274502 S
EKRP LTTV 0.14937004795159 0.0910559456201826 0.183350598390409 S
MSKG LTTV 0.0412421360754926 0.0161720267759313 0.0796881707557387 S
GOOD LTTV 0.0703107484593567 0.00590168001523935 0.0744469467882057 S
CXVL LTTV 0.0168827621182815 -0.00494192797835586 0.0376920730284229 NS
LSRF LTTV 0.0522486401168767 0.0143209681477388 0.090364530660289 S
RILY LTTV 0.0902430659201744 0.0386033279480808 0.137069212343656 S
NMNL CXVL 0.019233182775465 0.0163187825805457 0.0484080669901854 S
MENO CXVL 0.0352439453085849 0.0152386713023407 0.0466143703753822 S
WTFB CXVL 0.0403571003341914 9.12553098344246e-05 0.019040391522758 S
BBDN CXVL 0.035001098367995 0.0183015386672225 0.0571804336214918 S
PSTG CXVL 0 0.0319220174039988 0.138930081179814 S
FOXR CXVL 0.0400143688758365 0.021811929463822 0.056520569438929 S
IGPT CXVL 0.3434968824992 0.283325304395661 0.373467494381248 S
EPFT CXVL 0.00294688003927208 -0.00299340957319946 0.0115811386285017 NS
NAUB CXVL 0.0098477207730435 0.00561103735829866 0.028101277953804 S
MNST CXVL 0.0432665838420826 0.0190862864114991 0.0601600935609 S
EKRP CXVL 0.183157802879586 0.107273229062651 0.247113559687735 S
MSKG CXVL 0.0770429304600857 0.0336759557511518 0.129314202776677 S
GOOD CXVL 0.075703836484725 0.00486908578927549 0.0527199996574634 S
LTTV CXVL 0.0168827621182815 -0.00494192797835586 0.0376920730284229 NS
LSRF CXVL 0.0464174210198101 0.0220602069256282 0.0727389679319289 S
RILY CXVL 0.101886156789156 0.0386959527496231 0.164079982252695 S
NMNL LSRF 0.00626882494885667 -0.00483560215033778 0.00118105183893383 NS
MENO LSRF 0 -0.00590245128401931 -0.000108123231010764 NS
WTFB LSRF 0 0.00173440245579392 0.0340798290483785 S
BBDN LSRF 0 -0.00471302444169605 0.000800835922691905 NS
PSTG LSRF 0.0212685138632353 -0.0066799502779439 0.0636714120846413 NS
FOXR LSRF 0.00157730612185443 -0.00420276094094148 0.00450532924474277 NS
IGPT LSRF 0.286795996260772 0.223532668214421 0.322497036245872 S
EPFT LSRF 0.00943029681367485 0.00494952036595008 0.0321603702676888 S
NAUB LSRF 0.00492294857385392 -0.00268471376867215 0.0113815689092008 NS
MNST LSRF 0 -0.00946173520461023 -0.0053443608908593 NS
EKRP LSRF 0.110138510221016 0.0677923237621733 0.121023765970629 S
MSKG LSRF 0.0167849723021275 0.00400962555981191 0.0470113377166629 S
GOOD LSRF 0.0189749524500071 -0.012470466782424 -0.000215640479153612 NS
LTTV LSRF 0.0522486401168767 0.0143209681477388 0.090364530660289 S
CXVL LSRF 0.0464174210198101 0.0220602069256282 0.0727389679319289 S
RILY LSRF 0.0232667835794811 0.00438455330931868 0.0430268880415347 S
NMNL RILY 0.0647692907442228 0.00951033106000426 0.0606513384382602 S
MENO RILY 0.0216002105225135 0.0077078362020986 0.0427549782458459 S
WTFB RILY 0.0252139735696011 0.033234888035369 0.129319152391738 S
BBDN RILY 0.0148704538965704 -0.00121223164264906 0.038176897537842 NS
PSTG RILY 0.0694522312914786 -0.0200342497470397 0.0310780062956991 NS
FOXR RILY 0.0193742196168833 -0.00185212582997872 0.0224252195990996 NS
IGPT RILY 0.195128987116759 0.131853256192134 0.235526333535276 S
EPFT RILY 0.0619388800709382 0.0472096066173442 0.111390497990603 S
NAUB RILY 0.0302149363600539 0.00613606345606059 0.0451269594325696 S
MNST RILY 0.0223322622166718 -0.00139816670660812 0.0349362330593205 NS
EKRP RILY 0.0389717921446384 0.00775593155953748 0.0503000441965436 S
MSKG RILY 0.0147696713368024 -0.00703434155826569 0.0213776429315227 NS
GOOD RILY 0.00396470589079933 -0.0076321059405856 0.0336068634348662 NS
LTTV RILY 0.0902430659201744 0.0386033279480808 0.137069212343656 S
CXVL RILY 0.101886156789156 0.0386959527496231 0.164079982252695 S
LSRF RILY 0.0232667835794811 0.00438455330931868 0.0430268880415347 S
